cwvScore,loadState,invoker,invokeCategory
632,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
632,complete,BUTTON.ontouchend,other
632,complete,TimerHandler:setTimeout,other
632,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
632,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
632,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
640,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
640,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
640,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/webpack-286fc9ef8829ac3c.js,hdm miscellaneous
640,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
640,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
640,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
640,dom-content-loaded,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/4558.78c26a6007d83ac5.js,hdm miscellaneous
640,dom-content-loaded,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/9649-a1f0cd6a77167b36.js,hdm miscellaneous
640,dom-content-loaded,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/1516.b10a5332b2e063bd.js,hdm miscellaneous
640,dom-content-loaded,,
640,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
640,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
640,dom-content-loaded,https://securepubads.g.doubleclick.net/pagead/managed/js/gpt/m202407110101/pubads_impl.js?cb=31085307,other
640,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
640,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
640,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
640,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
640,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
640,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
640,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
640,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
640,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
640,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
640,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
640,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
640,dom-content-loaded,TimerHandler:setTimeout,other
640,dom-content-loaded,XMLHttpRequest.onreadystatechange,other
640,dom-content-loaded,TimerHandler:setTimeout,other
640,dom-content-loaded,https://ak.sail-horizon.com/spm/spm.v1.min.js,other
640,dom-content-loaded,SCRIPT[src=//ak.sail-horizon.com/spm/spm.v1.min.js].onload,script
640,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
640,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
640,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
640,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
648,complete,#document.onclick,domcument-body-DOMWindow
648,complete,#document.onclick,domcument-body-DOMWindow
648,complete,BODY.onclick,domcument-body-DOMWindow
648,complete,HTML.onclick,domcument-body-DOMWindow
648,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
648,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
648,dom-content-loaded,https://securepubads.g.doubleclick.net/pagead/managed/js/gpt/m202407100101/pubads_impl.js,other
648,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
648,dom-interactive,XMLHttpRequest.onload,other
648,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/webpack-286fc9ef8829ac3c.js,hdm miscellaneous
648,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
648,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/,hdm miscellaneous
648,complete,DOMWindow.onkeydown,domcument-body-DOMWindow
648,complete,,
648,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
648,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
648,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
648,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
648,complete,https://static-cdn.spot.im/production/launcher/tags/v3.24.0/launcher/765-bundle.js,other
648,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
648,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
648,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
648,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
648,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
648,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
648,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
648,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
648,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
656,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
656,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
656,dom-interactive,XMLHttpRequest.onload,other
656,dom-interactive,https://www.popularmechanics.com/_assets/fre/scop,other
656,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
656,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
656,complete,#document.onclick,domcument-body-DOMWindow
656,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
656,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
656,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
656,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
656,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
656,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
656,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
656,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
656,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
656,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
656,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
656,dom-content-loaded,https://www.popularmechanics.com/_assets/moapt/2.210.0/moapt-action-iq-analytics.js,other
656,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
656,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
656,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
656,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
656,dom-content-loaded,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/1195.3441a0c812024611.js,hdm miscellaneous
656,dom-content-loaded,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/media/cmp.script.a020e6f8.js,hdm miscellaneous
656,dom-content-loaded,FrameRequestCallback,other
656,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
664,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
664,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
664,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
664,complete,IntersectionObserverCallback,other
664,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
664,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
664,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
664,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
664,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
664,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
664,complete,https://connect.facebook.net/signals/config/690796760981964?v=2.9.161&r=stable&domain=www.popularmechanics.com&hme=e67e7d148043b3a377ad0eb1c82669792a67ba5e3bb5734b69e611ae38f939ca&ex_m=68%2C115%2C102%2C106%2C59%2C3%2C95%2C67%2C15%2C92%2C85%2C49%2C52%2C163%2C166%2C178%2C174%2C175%2C177%2C28%2C96%2C51%2C74%2C176%2C158%2C161%2C171%2C172%2C179%2C124%2C39%2C33%2C136%2C14%2C48%2C184%2C183%2C126%2C17%2C38%2C1%2C41%2C63%2C64%2C65%2C69%2C89%2C16%2C13%2C91%2C88%2C87%2C103,other
664,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
664,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
664,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
664,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
664,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
664,complete,https://www.popularmechanics.com/_assets/glimmer/8.84.0/static/glimmer.b0854b35.js,other
664,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
672,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
672,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
672,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9,_templates
672,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
672,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
672,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
672,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
672,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
672,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
672,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
672,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
672,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
672,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
672,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
672,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
672,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
672,complete,#document.onmousemove,domcument-body-DOMWindow
672,complete,#document.onclick,domcument-body-DOMWindow
672,complete,BODY.onclick,domcument-body-DOMWindow
672,complete,BODY.onclick,domcument-body-DOMWindow
672,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
672,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
672,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9,_templates
672,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
680,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
680,dom-content-loaded,XMLHttpRequest.onload,other
680,dom-content-loaded,TimerHandler:setTimeout,other
680,dom-content-loaded,https://www.popularmechanics.com/_assets/moapt/2.210.0/moapt-bidder-pb-hdm.8.51.0.js,other
680,dom-content-loaded,XMLHttpRequest.onload,other
680,dom-content-loaded,https://securepubads.g.doubleclick.net/tag/js/gpt.js,other
680,dom-content-loaded,,
680,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
680,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
680,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
680,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
680,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
680,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
680,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
680,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
680,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
680,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
680,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
680,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
680,complete,MediaQueryList.onchange,other
680,complete,MediaQueryList.onchange,other
680,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
680,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
680,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
680,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
680,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
680,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
688,dom-content-loaded,https://www.popularmechanics.com/_assets/moapt/2.210.0/moapt-bidder-pb-hdm.8.51.0.js,other
688,dom-content-loaded,SCRIPT[src=/_assets/moapt/2.210.0/moapt-bidder-pb-hdm.8.51.0.js].onload,script
688,dom-content-loaded,https://securepubads.g.doubleclick.net/tag/js/gpt.js,other
688,dom-content-loaded,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/4028.d516d8e,hdm miscellaneous
688,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
688,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
688,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.j,_templates
688,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
688,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
688,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
688,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
688,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
688,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
688,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
688,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.j,_templates
688,complete,MessagePort.onmessage,other
688,complete,MessagePort.onmessage,other
688,complete,MessagePort.onmessage,other
688,complete,MessagePort.onmessage,other
688,complete,MessagePort.onmessage,other
688,complete,MessagePort.onmessage,other
688,complete,#document.onclick,domcument-body-DOMWindow
688,complete,BUTTON.onclick,other
688,complete,BODY.onclick,domcument-body-DOMWindow
688,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
688,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
688,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
688,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
688,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
688,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
688,dom-interactive,TimerHandler:setTimeout,other
688,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
688,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
688,complete,#document.onclick,domcument-body-DOMWindow
688,complete,#document.onclick,domcument-body-DOMWindow
688,complete,BODY.onclick,domcument-body-DOMWindow
688,complete,HTML.onclick,domcument-body-DOMWindow
688,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
696,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
696,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
696,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
696,complete,DOMWindow.onclick,domcument-body-DOMWindow
696,complete,#document.onclick,domcument-body-DOMWindow
696,complete,#document.onclick,domcument-body-DOMWindow
696,complete,BODY.onclick,domcument-body-DOMWindow
696,complete,HTML.onclick,domcument-body-DOMWindow
696,complete,#document.onclick,domcument-body-DOMWindow
696,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
696,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
696,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
696,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
696,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
696,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
696,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
696,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
696,dom-interactive,,
696,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
696,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
696,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
696,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9,_templates
696,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
696,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
696,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
696,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
696,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
696,dom-content-loaded,Response.json.then,other
696,dom-content-loaded,FrameRequestCallback,other
696,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
696,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
696,complete,DOMWindow.onpointerup,domcument-body-DOMWindow
696,complete,DOMWindow.onscroll,domcument-body-DOMWindow
704,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
704,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
704,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
704,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
704,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
704,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
704,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
704,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
704,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
704,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
704,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
704,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
704,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
704,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
704,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
704,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
704,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9,_templates
704,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
704,complete,,
704,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
704,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
704,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
712,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
712,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
712,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
712,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
712,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
712,dom-content-loaded,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/4558.78c26a6007d83ac5.js,hdm miscellaneous
712,dom-content-loaded,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/9649-a1f0cd6a77167b36.js,hdm miscellaneous
712,dom-content-loaded,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/7491.a49b8fa77342f9e0.js,hdm miscellaneous
712,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
712,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
712,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
712,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
712,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
712,complete,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/1995.6eb73a08a2c71b3f.js,hdm miscellaneous
712,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
712,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
712,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
712,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
712,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
712,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
712,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
720,complete,MessagePort.onmessage,other
720,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
720,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
720,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
720,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
720,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
720,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
720,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
720,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
720,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
720,complete,SourceBuffer.onupdateend,other
720,complete,DOMWindow.onscroll,domcument-body-DOMWindow
720,complete,BUTTON.onclick,other
720,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
720,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
720,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
720,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
720,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
